# ZAP rules for the nightly API scan against the BFF on k3d, through a port-forward (#1421). Read by dast.yml through `-c`.
#
# One line per rule: id, level, name. FAIL turns the run red. WARN is for the reader of the report.
# IGNORE silences the rule, and every IGNORE carries the date and the reason on the line above it,
# like `.trivyignore` — one without is a review finding. A `#` line is a comment to ZAP too.
#
# FAIL is what the chart guarantees or what no site should ever show: the headers
# `security-headers-middleware.yaml` sets on every response, no CSP missing, no server banner, no
# stack trace, no injection. A rule was promoted to FAIL only after it passed once, on 2026-09-14.
# A WARN with a note names the issue that will promote it.
#
# The ids and names come from the pinned image's `-g` output. A new rule in a newer image arrives
# at WARN by default (`-i` is not set), and the rule-count floor in scan-coverage-baseline.txt is
# what says the set moved.
0	FAIL	(Directory Browsing - Active/release)
10003	FAIL	(Vulnerable JS Library (Powered by Retire.js) - Passive/release)
10009	WARN	(In Page Banner Information Leak - Passive/release)
10010	WARN	(Cookie No HttpOnly Flag - Passive/release)
10011	WARN	(Cookie Without Secure Flag - Passive/release)
10015	WARN	(Re-examine Cache-control Directives - Passive/release)
10017	FAIL	(Cross-Domain JavaScript Source File Inclusion - Passive/release)
10019	WARN	(Content-Type Header Missing - Passive/release)
10020	FAIL	(Anti-clickjacking Header - Passive/release)
# 2026-09-14 — the API scan reaches the BFF through a port-forward, past Traefik, and X-Content-Type-Options is Traefik's header. rules-k3d-full.tsv asserts it where Traefik is.
10021	IGNORE	(X-Content-Type-Options Header Missing - Passive/release)
10023	FAIL	(Information Disclosure - Debug Error Messages - Passive/release)
10024	WARN	(Information Disclosure - Sensitive Information in URL - Passive/release)
10025	WARN	(Information Disclosure - Sensitive Information in HTTP Referrer Header - Passive/release)
10026	WARN	(HTTP Parameter Override - Passive/beta)
10027	WARN	(Information Disclosure - Suspicious Comments - Passive/release)
10028	WARN	(Off-site Redirect - Passive/release)
10029	WARN	(Cookie Poisoning - Passive/release)
10030	WARN	(User Controllable Charset - Passive/release)
10031	WARN	(User Controllable HTML Element Attribute (Potential XSS) - Passive/release)
10032	WARN	(Viewstate - Passive/release)
10033	FAIL	(Directory Browsing - Passive/release)
10034	WARN	(Heartbleed OpenSSL Vulnerability (Indicative) - Passive/release)
10035	WARN	(Strict-Transport-Security Header - Passive/release)
10036	FAIL	(HTTP Server Response Header - Passive/release)
10037	FAIL	(Server Leaks Information via "X-Powered-By" HTTP Response Header Field(s) - Passive/release)
10038	FAIL	(Content Security Policy (CSP) Header Not Set - Passive/release)
10039	FAIL	(X-Backend-Server Header Information Leak - Passive/release)
10040	WARN	(Secure Pages Include Mixed Content - Passive/release)
10041	WARN	(HTTP to HTTPS Insecure Transition in Form Post - Passive/release)
10042	WARN	(HTTPS to HTTP Insecure Transition in Form Post - Passive/release)
10043	WARN	(User Controllable JavaScript Event (XSS) - Passive/release)
10044	WARN	(Big Redirect Detected (Potential Sensitive Information Leak) - Passive/release)
10045	FAIL	(Source Code Disclosure - /WEB-INF Folder - Active/release)
10047	WARN	(HTTPS Content Available via HTTP - Active/release)
10048	FAIL	(Remote Code Execution - Shell Shock - Active/release)
10049	WARN	(Content Cacheability - Passive/beta)
10050	WARN	(Retrieved from Cache - Passive/release)
10052	FAIL	(X-ChromeLogger-Data (XCOLD) Header Information Leak - Passive/release)
10054	WARN	(Cookie without SameSite Attribute - Passive/release)
10055	WARN	(CSP - Passive/release)
10056	FAIL	(X-Debug-Token Information Leak - Passive/release)
10057	WARN	(Username Hash Found - Passive/release)
10058	WARN	(GET for POST - Active/release)
10061	FAIL	(X-AspNet-Version Response Header - Passive/release)
10062	WARN	(PII Disclosure - Passive/release)
10063	WARN	(Permissions Policy Header Not Set - Passive/beta)
10096	WARN	(Timestamp Disclosure - Passive/release)
10097	WARN	(Hash Disclosure - Passive/release)
10098	FAIL	(Cross-Domain Misconfiguration - Passive/release)
10099	FAIL	(Source Code Disclosure - Passive/beta)
10104	WARN	(User Agent Fuzzer - Active/release)
10105	WARN	(Weak Authentication Method - Passive/release)
10106	WARN	(HTTP Only Site - Active/release)
10108	WARN	(Reverse Tabnabbing - Passive/release)
10109	WARN	(Modern Web Application - Passive/release)
10110	WARN	(Dangerous JS Functions - Passive/beta)
10111	WARN	(Authentication Request Identified - Passive/beta)
10112	WARN	(Session Management Response Identified - Passive/beta)
10113	WARN	(Verification Request Identified - Passive/beta)
10115	FAIL	(Script Served From Malicious Domain (polyfill) - Passive/release)
10116	WARN	(ZAP is Out of Date - Passive/release)
10202	WARN	(Absence of Anti-CSRF Tokens - Passive/release)
2	WARN	(Private IP Disclosure - Passive/release)
20015	WARN	(Heartbleed OpenSSL Vulnerability - Active/release)
20017	FAIL	(Source Code Disclosure - CVE-2012-1823 - Active/release)
20018	FAIL	(Remote Code Execution - CVE-2012-1823 - Active/release)
20019	WARN	(External Redirect - Active/release)
3	WARN	(Session ID in URL Rewrite - Passive/release)
30001	FAIL	(Buffer Overflow - Active/release)
30002	FAIL	(Format String Error - Active/release)
40003	FAIL	(CRLF Injection - Active/release)
40008	WARN	(Parameter Tampering - Active/release)
40009	FAIL	(Server Side Include - Active/release)
40012	FAIL	(Cross Site Scripting (Reflected) - Active/release)
40014	FAIL	(Cross Site Scripting (Persistent) - Active/release)
40016	FAIL	(Cross Site Scripting (Persistent) - Prime - Active/release)
40017	FAIL	(Cross Site Scripting (Persistent) - Spider - Active/release)
40018	FAIL	(SQL Injection - Active/release)
40019	FAIL	(SQL Injection - MySQL (Time Based) - Active/release)
40020	FAIL	(SQL Injection - Hypersonic SQL (Time Based) - Active/release)
40021	FAIL	(SQL Injection - Oracle (Time Based) - Active/release)
40022	FAIL	(SQL Injection - PostgreSQL (Time Based) - Active/release)
40026	FAIL	(Cross Site Scripting (DOM Based) - Active/release)
40027	FAIL	(SQL Injection - MsSQL (Time Based) - Active/release)
40028	FAIL	(ELMAH Information Leak - Active/release)
40029	FAIL	(Trace.axd Information Leak - Active/release)
40032	WARN	(.htaccess Information Leak - Active/release)
40034	FAIL	(.env Information Leak - Active/release)
40035	WARN	(Hidden File Finder - Active/release)
40042	FAIL	(Spring Actuator Information Leak - Active/release)
40043	FAIL	(Log4Shell - Active/release)
40044	FAIL	(Exponential Entity Expansion (Billion Laughs Attack) - Active/release)
40045	FAIL	(Spring4Shell - Active/release)
40048	FAIL	(Remote Code Execution (React2Shell) - Active/release)
50000	WARN	(Script Active Scan Rules - Active/release)
50001	WARN	(Script Passive Scan Rules - Passive/release)
6	FAIL	(Path Traversal - Active/release)
7	FAIL	(Remote File Inclusion - Active/release)
90001	WARN	(Insecure JSF ViewState - Passive/release)
90002	FAIL	(Java Serialization Object - Passive/release)
90003	WARN	(Sub Resource Integrity Attribute Missing - Passive/release)
# 2026-09-14 — Cross-Origin-Resource-Policy will be Traefik's header too (#1442); the full scan is where it gets asserted.
90004	IGNORE	(Insufficient Site Isolation Against Spectre Vulnerability - Passive/beta)
90011	WARN	(Charset Mismatch - Passive/release)
90017	FAIL	(XSLT Injection - Active/release)
90019	FAIL	(Server Side Code Injection - Active/release)
90020	FAIL	(Remote OS Command Injection - Active/release)
90021	FAIL	(XPath Injection - Active/release)
# WARN, not FAIL, since 2026-09-15: the rule matches the words `Type mismatch` in the 400 problem a parameter that does not bind gets (#1446). That detail is Spring's, one sentence, and on purpose; see #1465 for the run that showed it.
90022	WARN	(Application Error Disclosure - Passive/release)
90023	FAIL	(XML External Entity Attack - Active/release)
90024	FAIL	(Generic Padding Oracle - Active/release)
90026	WARN	(SOAP Action Spoofing - Active/beta)
90029	WARN	(SOAP XML Injection - Active/beta)
90030	WARN	(WSDL File Detection - Passive/beta)
90033	WARN	(Loosely Scoped Cookie - Passive/release)
90034	FAIL	(Cloud Metadata Potentially Exposed - Active/release)
90035	FAIL	(Server Side Template Injection - Active/release)
90036	FAIL	(Server Side Template Injection (Blind) - Active/release)
